AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,Post_School,Post_Major,Post_GPA,Other_Info
香港理工大学,硕士,Computational and Applied Mathematics,录取,2015,3,,7.0,0,211 & 985,mathematics,85.0,,,,银行实习，数学建模省一，奖学金，各种证书
伯明翰大学,硕士,Financial Management,录取,2017,3,,7.0,0,211 & 985,电气工程,82.0,,,,辅修mgt，一些水实习，校内小奖
香港城市大学,硕士,Business Information Systems,录取,2014,0,,,0,双非,金融学,84.0,,,,弱211，水银行实习一个，两个省比赛的奖，志愿者，还有学校里面乱七八糟的奖。
香港科技大学,硕士,Social Science,录取,2017,3,,7.0,0,211 & 985,国际经济与贸易,91.0,,,,2段实习经历，2篇发表论文，若干团委或学生会经历，一个国奖，若干其他奖学金。
瑞典皇家理工学院,硕士,Sustainable Urban Design and Planning,录取,2016,4,,7.5,0,,城市研究,82.0,,,,
康奈尔大学,硕士,Law,录取,2017,0,,,0,国外高校（含港澳台）,,88.0,,,,"本科，无全职工作经验。

3封推荐信，2封来自教授，1封来自以前实习的上司。1个教授和前上司都有JD学位。"
香港大学,博士,Medicine,录取,2017,3,,7.0,0,211 & 985,临床医学,85.0,211 & 985,内科学（消化）,88,SCI 2篇，中文核心1篇
特拉华大学,硕士,Accounting,录取,2015,2,96.0,,0,211,英语 会计,86.0,,,,
新加坡国立大学,博士,Electrical and Computer Engineering,录取,2012,2,99.0,,310,双非,电子信息工程,89.0,双非,电磁,91.7,"国际会议认识的导师，然后持续两天跟班套磁，后期没半个月一次学术套，持续一个月知道提交申请。

常规推荐程序，但在会议上自己导师和我们学校的其他大牛导师在我的请求下野跟目标导师当面推荐了。相当于3个面推，再加两封常规推荐信。

论文6篇，3篇SCI期刊，1篇SCI会议，2篇 Best Paper Award.

奖项：国家竞赛一等奖一个，Best Paper两个，国家奖学金一次，其他若干一等奖学金，企业奖特等奖学金一次。

其他：不知名小外企研发实习3个月，不知名小外企兼职研发一年，参与国防项目一项，企业项目三项。"
香港教育学院,硕士,Education,录取,2016,0,,,0,,英語,84.0,国外高校（含港澳台）,Translating and Interpreting,81,"LPAT-ENG  LPAT-PTH IELTS,  hk本地中學工作兩年~"
新加坡国立大学,博士,Physics and Astronomy,录取,2013,0,,,300,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,物理,79.0,双非,光学,,三年小硕，有两篇co-author，面试的老师是proposal supervior，谈的感觉还行，另外招生那边BF的导师貌似跟招生有一点关系，说看到我投的材料了，不知道有没有影响
曼彻斯特大学,硕士,Technical Textiles,录取,2015,3,,7.0,0,双非,纺织工程,89.7,,,,"一个500强外企实习近7个月，两次工厂实习各一个月，一个专业无关的事业单位实习
在实验室跟老师打打酱油，有些参加创业，创意竞赛的小奖但无论文专利（港理工的网申没有要求交cv，推荐信。我没交，所以这些竞赛小奖在申请过程中并没有被提及……等offer的时候想想我心也是蛮大的怎么就敢不提了= =）
一次专业相关国际会议志愿者经历 学校学生干部任职加活动经历若干（弱弱的一些）
奖学金 国家励志两次 小奖若干（因为没交cv这些同样没怎么提……）"
爱荷华大学,硕士,"Urban, Community and Regional Planning",录取,2016,0,,,0,,地理学,84.0,,,,
南洋理工大学,硕士,Digital Media Technology,录取,2015,2,,6.5,0,211 & 985,计算机科学与技术,80.0,,,,两个水实习，学院奖，法国毕设
乌得勒支大学,硕士,Chemical Science,录取,2015,3,,7.0,0,,材料科学与工程,84.0,,,,"还有奥胡斯大学正在under treatment，等不鸟了
本科一篇EI 水文accepted，实验室水经历2年，水了2个发明专利在审核。。总体来说都很水啦。。"
路易斯安那州立大学,博士,Chemistry,录取,2017,1,87.0,,317,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,84.0,,,,
香港城市大学,硕士,Integrated Marketing Communications,录取,2016,3,,7.0,0,211 & 985,新闻,81.0,,,,两个都没有面试
渥太华大学,硕士,Electrical and Computer Engineering,录取,2015,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电气工程及其自动化,84.0,,,,无，水水的
格拉斯哥大学,硕士,Financial Management,录取,2015,3,,7.0,0,211,经济学,83.59,,,,
香港城市大学,硕士,Applied Economics,录取,2016,0,,,0,国外高校（含港澳台）,经济学,84.0,,,,"（因在香港读书英文授课）本人并没有GRE/IELTS/TOFEL/GMAT，用GPA申请，有这个结果已经十分高兴。
本人香港读书，有数份RA项目经历，曾经在法国交换，澳洲实习。在本校拿过几个奖学金，Dean's List等等。
本人大概12.22提交城大申请，1.26收到OFFER，没有面试。中大则11月中旬提交申请（12月中旬提交推荐信），1月15号在香港中文大学本部面试，2.5号收到通知。中大的面试，有谈实习经历，有考察经济学和数学的问题（考了monopoly和求导矩阵） ，有谈为何报名中大，其他项目的申请进展。"
麦吉尔大学,硕士,Architecture,录取,2015,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,建筑学,84.0,,Architecture,84,
莫纳什大学,硕士,Multimedia Design,录取,2017,2,,6.5,0,双非,广告设计,82.0,,,,
东北大学,硕士,Organizational Communication,录取,2015,3,107.0,,321,双非,国际传播研究,84.0,,,,"PR agency SMG local Newspaper 实习各一份
国内核心报刊论文发表若干"
南加州大学,硕士,Communication Management,录取,2016,3,,7.0,309,211 & 985,广播电视新闻学,84.0,,,,报社/电视台/PR公司实习＋国家级设计类比赛二等奖＋2个与企业合作的项目＋小奖学金
埃克塞特大学,硕士,Economics,录取,2016,3,,7.0,0,双非,国际经济与贸易,84.0,,,,大学四年一等奖学金，企业奖学金。两年半国有银行的工作经验。
香港中文大学,硕士,Art / Fine Arts,录取,2013,0,,,0,双非,英语（翻译）,84.0,,,,"一封毕业论文导师普通推
一封工作领导普通推
没有论文 没有国奖
一个水水的国家大学生创新型实验项目"
香港中文大学,硕士,Government and Politics,录取,2017,1,86.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际政治,85.68,,,,三个水水的政府机关实习，两封学院教授的推荐信
香港理工大学,硕士,Finance,录取,2016,3,,7.0,0,双非,国际会计,85.0,,,,中国银行柜台工作经验一年
香港理工大学,硕士,Other,录取,2013,0,,,0,双非,广告学,87.0,,,,无
香港大学,硕士,Civil Engineering & Urban Planning & industrial design,录取,2013,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,资源环境与城乡规划管理,84.0,,,,奖学金，社团活动，水论文一篇和水实习。录取前有面试。
克拉克森大学,硕士,Environmental Engineering,录取,2013,4,112.0,,323,双非,环境工程,92.0,,,,无牛腿，各路打酱油科研，有lead一个project但是刚刚出结果，所以木有paper
哥伦比亚大学,硕士,Statistics,录取,2017,3,103.0,,320,双非,数学与应用数学,87.5,,,,14数学建模国一，大创，省三好，ucb暑期CS课程
北卡罗来纳大学教堂山分校,硕士,American Law,录取,2015,0,,,0,211,法学,84.0,,,,律所、检察院实习，推荐信来自学校教授和实习律所的合伙人律师。专业相关的经历不多，社团和其他领域经历较丰富。
巴斯大学,硕士,Finance and Economics,录取,2016,0,,6.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,财政学,84.0,,,,银行和四大实习，三年奖学金
香港城市大学,硕士,Communication and New Media,录取,2017,3,,7.0,0,,新传,81.0,,,,
香港中文大学,硕士,Cultural Management,录取,2017,3,,7.0,0,清华/北大/中科大,思想政治教育,85.32,,,,
香港城市大学,硕士,Information Science,录取,2013,0,,,0,双非,Software Engineer,84.0,,,,工作三年，混迹互联网产品工作的87er
阿伯丁大学,硕士,"Linguistics, Interpretation and Translation",录取,2017,3,100.0,7.0,315,,英语,84.0,,,,"亚洲某A国暑期交换生、欧洲某B国寒假交换生、国立台湾大学交换生、北美某学刊一作英论、中国多学刊一作中论、亚洲某A国学术会议、亚洲某B国跨区域国际组织实习、联合国教科文相关实习、国内志愿者、跨区域社会实践（田野考察、社会调查，超过十个国家）。
春季入学的Offers可能被Defer到明年秋季入学。"
肯高迪亚大学,硕士,Electrical and Electronics Engineering,录取,2016,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,光电信息工程,77.0,,,,
香港理工大学,硕士,Electronic Information Engineering,录取,2015,2,,6.5,0,双非,信息与计算科学,77.0,,,,有工作经验，今年2月临时准备出国，非常仓促，能够拿到ｏｆｆｅｒ也实属幸运，祝大家好运。
香港浸会大学,硕士,Advanced Information System,录取,2015,0,,6.0,0,双非,计算机科学与技术（师范）,80.16,,,,两个实习证明，两个科技立项无奖，奖学金
新加坡国立大学,博士,Mechanical & Manufacturing Engineering & Aerospace Engineering,录取,2013,0,,,0,双非,生物医学工程,87.1,,,,无牛腿，无paper
麦吉尔大学,硕士,Computer Engineering Technician,录取,2016,2,94.0,7.0,315,双非,应用物理,84.0,,,,"EI二作一篇；
大学生数学建模竞赛全国二等奖 ；
若干校内奖学金

（拿到的offer是 Electrical and computer engineering的non-these program， 选项中没有看到）"
瑞尔森大学,博士,Environment Applied Science and Management,录取,2014,0,,,320,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,84.0,国外高校（含港澳台）,GIS,88,无论文，无牛腿，水研究项目
香港城市大学,硕士,Media Cultures,录取,2017,2,,6.5,0,211,环境设计,86.0,,,,两封毫无意义的推荐信，江苏科技报实习三个月，发表十篇左右稿子。小公司媒体部门实习。校组织传媒部一年。志愿者，活动小奖几个。大学生传媒公司创业项目。
新加坡国立大学,硕士,Statistics,录取,2015,3,103.0,,322,211 & 985,金融,89.2,,,,"和老师发过两篇CSSCI,国家级大创，一堆校级小奖，美赛建模二奖，两次银行水实习，一次国际会议"
新加坡国立大学,硕士,Public Policy,录取,2015,3,,7.0,0,双非,,85.5,,,,
慕尼黑工业大学,硕士,Logistics and Supply Chain Management,录取,2016,3,106.0,,330,,生物医学工程,83.0,,,,
鲁汶大学,硕士,Nanoscience and Nanotechnology,录取,2015,3,102.0,,318,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,材料化学（很偏物理）,83.0,,,,水科研，无论文，渣文书。说有200+的申请者。给了tuition fee waiver（除Chalmers…）
康奈尔大学,硕士,Chemical Engineering,录取,2015,0,,,330,,材料工程,86.6,,,,
科罗拉多大学波尔得分校,硕士,Mechanical Engineering,录取,2017,2,96.0,,321,211,机械工程,85.0,,,,国家级机器人大赛一等奖
香港科技大学,硕士,Economics,录取,2017,2,,6.5,317,,物理,84.0,,,,"科大Skype面试内容比较符合寄托和CD上的面经，感恩原作者。两位教授开门见山直接发问，节奏非常快，好像很赶时间的样子orz 面完查faculty觉得两位面试官是David Cook和Susheng Wang。

申硕时的背景再简单说说：
南方某211读物理，大二大三修了经济学双学位。成绩方面表示不算好，三年均分84，前面挖坑不好填。
雅思6.5；GRE147+170，准备不充分，考前一天才看的AW太惨不表...都只考了一次，分数勉强能看（我是“够用主义”，但不推荐...
推荐信：来自论文导师和计量老师，非海归。
研究经历：双学位学位论文，实证；计量课上简单的term project；短期水RA充数。"
香港浸会大学,硕士,Communication,录取,2015,2,97.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,传播学,84.0,,,,无论文，无项目，授课老师推荐信，网媒实习一份，校内一般奖学金2次，台湾交换半年
匹兹堡大学,硕士,Teaching English as a Second Language,录取,2015,3,102.0,,317,双非,汉语言文学,90.0,,,,有论文发表，在美国交换一个学期，推荐人两位为交换学校的老师，一位是本校班主任，一位是实习的小学校长。四段实习经历，获奖若干~
香港中文大学,硕士,Government and Politics,录取,2015,2,,6.5,0,211,社会学,84.5,,,,本科学校是211师范类高校，没拿过什么国家级大奖，就是三年校一等奖学金和学习优秀奖，校十佳记者、十佳共青团干等；实践活动较多，曾任校青年传媒中心记者部部长、院社团理事长、艺术团副团长等。专业相关水实习4个。无paper不牛推...
曼彻斯特大学,硕士,Education,录取,2016,3,,7.0,0,双非,汉语言文学,89.5,,,,"人生第一个offer，省级优秀毕业生，省级学科竞赛，校内各种奖学金，一些学生工作，三个教育实习。感觉就还一般，10月下旬申的，con了75，雅思6.5，写作6.5，其他6。
这个专业好像是在传说中的环发学院？均分con好低，不知道曼大的教育怎么样，感觉很多背景很一般的都在广发OFFER。四周交1000磅，还申了LSE的性别文化传媒，KCL等教育。香港也申了教育文学类，大家觉得这个学校和专业有交定金的必要嘛~谢谢啦

PS家里又催着去某重点中学应聘，权衡中……"
奥克兰大学,博士,Educational Research,录取,2016,3,,7.0,0,双非,商科,83.0,211 & 985,教育,80,一篇论文（录用但未发表），无会议
巴斯大学,硕士,Finance with Banking,录取,2016,3,,7.0,0,211,会计,88.0,,,,"加分项：
会计事务所实习（不知名事务所）
学生会副主席院级
校级奖学金（只得过二奖）"
牛津大学,博士,Mathematics,录取,2017,4,,7.5,0,国外高校（含港澳台）,商科,84.0,国外高校（含港澳台）,数学,88,申请导师强推，系主任强推，美国合作教授强推。两篇数学文章在投 （SCI top 20的杂志）。
康奈尔大学,硕士,Landscape Architecture,录取,2016,2,97.0,,311,,美术学,86.6,,,,
普渡大学,硕士,Pharmacy Practice,录取,2017,3,105.0,,323,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,药学,81.0,,,,两篇paper一作（核心期刊，因为方向特殊所以难发国际期刊），三段科研经历，学术会议presentation一个，big name实习三个，海外交流一学期，第二专业经济学，此外学生活动的经历比较丰富。
香港浸会大学,硕士,Global Society,录取,2016,1,80.0,,311,双非,国际经济法,81.0,,,,半年智库实习，目前在财经媒体，曾经在知名网站上发表过多篇文章，兼职翻译，旁听1年复旦大学的课，拿到复旦老师的推荐信
范德堡大学,硕士,Economic Development,录取,2016,4,110.0,,327,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Major in Journalism with Minor in Econ,90.0,,,,"大三上起做RA，推荐信来自三位带着我的年轻AP,分别是Princeton PhD/BU PhD/Wustl PhD。前后涉及5篇正在进行的paper，其中几篇topics是Steven Levitt的风格（Levitt也是其中一位老师的学术偶像）。背景比较曲折。核心课刚刚过线，除了线代（B+）和中宏（A-）之外都是A。"
香港城市大学,硕士,Communication and New Media,录取,2016,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,新闻,83.49,,,,
伍斯特理工学院,硕士,Computational and Applied Mathematics,录取,2016,1,89.0,,317,,数学,79.0,,,,
巴斯大学,硕士,Teaching English to Speakers of Other Languages,录取,2015,3,,7.0,0,211,英语教育,81.0,,,,专业课老师推荐，推荐信还写得蛮用心的。
香港理工大学,硕士,Information Technology,录取,2017,0,,6.0,0,211,工科,77.1,,,,
埃克塞特大学,硕士,Accounting,录取,2016,0,,,0,211,,89.0,,,,
香港科技大学,硕士,Chinese Culture,录取,2016,1,89.0,,0,双非,政治学与行政学,84.0,,,,附加一些软包装：深圳广电8个月实习，影视工作室一年的剪辑工作经验，深圳戏剧节的宣传志愿者（3个月），论文是写的政治与传播这一块内容，然后在校有奖学金、优秀毕业论文。PS写的很有煽动性，完全是自己改了N遍的中文稿，然后找老师翻译整合再给修改建议。RL是一个毕业论文的导师（就是普通讲师，我们很多朋友是找院长写，签字，但是还是真实是最重要的，我的毕业论文是很重要的一个部分，所以选择导师来帮我做推荐），另一个是广电第一现场的制片人。
乔治城大学,硕士,Law,录取,2017,2,97.0,,0,双非,法律,85.0,,,,
宾夕法尼亚大学,硕士,Teacher Education for Multiple Levels,录取,2017,3,105.0,,316,211,德英双语,90.15,,,,"感觉自己短板在GT并不出色，但是去悉尼大学、德国都有交换；在西门子做德语翻译，新东方当托福老师，从小学生到大学生都有教过，所以还算实践什么的都比较多，可能人家也看中我海外交流经验了吧。
RL什么的学校老师都很中肯地写了，非牛推。"
香港城市大学,硕士,Finance,录取,2016,3,,7.0,0,双非,金融学,86.0,,,,双非，两个奖学金，三个实习，ACCA通过9门
香港理工大学,硕士,English Language Studies,录取,2016,2,,6.5,0,,,83.85,,,,
卡尔加里大学,博士,Ecology and Evolutionary Biology,录取,2015,2,99.0,,319,211 & 985,生态学,84.0,211 & 985,生态学,86,水文SCI一作一篇， 三作一篇
谢菲尔德大学,硕士,Electrical and Electronics Engineering,录取,2016,2,,6.5,0,双非,光电信息工程,83.63,,,,无论文，无牛推，水科研经历，水奖项
伦敦大学教育学院,硕士,Music Education,录取,2015,2,,6.5,0,双非,教育,82.0,,,,"除了专业直接对口,一无所长"
密歇根大学安娜堡分校,硕士,Public Health,录取,2017,0,,,327,,生物,88.0,,,,一篇自己的research （导师research下面的一个模块）导师论文正在发表中 我是作者之一（简历写了还未发表）推荐是两个大学教授 一个国内实习的主管 本科院校是美国top20的文理学院
爱丁堡大学,硕士,Public Health,录取,2017,0,,,0,,Sociology and Economics with Business,84.0,,,,水Conference一个；相关实习4段；相关志愿者经历2段；推荐信就是教我的普通老师。
佐治亚理工学院,硕士,Aerospace and Aeronautical Engineering,录取,2015,0,,,311,国外高校（含港澳台）,航空与航天工程,90.0,,,,有航空方向的同学吗？
香港中文大学,硕士,Systems Engineering and Engineering Management,录取,2015,3,100.0,,0,211 & 985,工业工程,83.49,,,,
香港中文大学,硕士,Business Analytics,录取,2016,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,金融,88.0,,,,水实习，社团，科研立项，比赛，大大小小奖学金。。。
南加州大学,硕士,Architecture,录取,2015,3,101.0,,313,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,建筑学,84.0,,,,
南洋理工大学,硕士,Electrical and Electronics Engineering,录取,2015,3,,7.0,0,211,车辆工程,91.0,,,,两年国奖，两次北京市级大创，两篇论文，一个专利，数学建模二等奖，500强实习
明尼苏达大学双城分校,硕士,Civil Engineering,录取,2016,2,96.0,,323,211 & 985,土木工程,83.2,,,,完成了1个基于竞赛的项目、2个老师给的课题，没有论文收录；推荐人均为系里老师；有两个专业相关竞赛获奖。
华盛顿大学,博士,Chemistry,录取,2014,3,109.0,,320,双非,化学,89.0,,,,无论文，无陶瓷，所以应该是要感谢两位外国导师的推荐信，应该是强推。
宾夕法尼亚大学,硕士,Teaching English as a Second Language,录取,2017,4,110.0,,328,211,英语师范,88.0,,,,
西蒙弗雷泽大学,硕士,Big Data Science,录取,2016,3,105.0,,326,211,计算数学,88.0,,,,
芝加哥大学,硕士,Public Policy Analysis,录取,2015,3,105.0,,325,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,88.0,,,,海外志愿者经历，政策相关研究一年
利兹大学,硕士,Teaching English as a Second Language,录取,2017,2,96.0,,0,双非,英语,82.6,,,,"一年公立学校实习，一个月高中英语支教，专八 还有一些小奖，学生会经验

纽卡跟诺丁汉都给了无条件offer， 利兹要求考雅思 7 小分6.
利兹argue 后的结果是要求托福口语25 总分100+  个人感觉托福口语23 是个很难再跨过去的坎了。 
不过目前看去城市的可能性很大。 理工浸会的都还没有来。 
------------------------------------------------------
浸会MED给了面试。 是一男一女两位老师，女老师口语清晰一些。面试主要是 自我介绍，为什么选择这个专业这个program，还问了在教学工作中遇到的困难，因为自我介绍里提到了学生会工作经历，所以还问了学生会工作经历对自己从事教学工作有什么帮助。 
-------------------------------------------------------------------------
compartive literature 前天也面试了，但是还没有结果"
香港中文大学,硕士,Cooperate Communication,录取,2017,2,,6.5,0,211,新闻学,84.0,,,,
乔治华盛顿大学,硕士,International Relations,录取,2015,3,107.0,,327,211 & 985,会计,84.0,,,,一篇中东政治论文未发表，一封伯克利教授牛推，若干志愿者经历，微软实习，暑期伯克利交流，学的是中东政治A-
香港中文大学,硕士,Linguistics,录取,2016,3,,7.0,0,双非,英语师范,88.0,,,,国家奖学金，国家励志奖学金，校级授课大赛二等奖，校级口译比赛三等奖，教育实习两个。
香港理工大学,硕士,Supply Chain and Logistics Management,录取,2014,0,,,0,双非,物流管理,84.0,,,,985院校，校内职务2、3个，香港水项目一份。
普渡大学,硕士,Civil Engineering & Urban Planning & industrial design,录取,2013,2,91.0,,308,双非,土木工程,88.0,,,,
埃默里大学,硕士,General Law,录取,2015,0,,,0,,法学,84.0,,,,
宾夕法尼亚大学,硕士,Law,录取,2017,4,111.0,,0,双非,法学,88.0,双非,法学,,"无论文，校级奖学金，学生生活无亮点。红圈工作两年，外所两年。

推荐信两封，分别来自研究生导师（无海外背景）和现在的直线老板（英国人，无美国教育背景）。

PS没有写对任何法律问题的分析和理解。主要介绍了工作经历，着重写了工作中遇到的挑战和如何解决了难题。接着过渡到why llm和why this school，写的篇幅占到三分之一，会有一两点结合各校网站上宣传的特色或长处去写。"
卡内基梅隆大学,硕士,Materials Engineering,录取,2015,3,102.0,,333,211 & 985,高分子材料与工程,87.0,,,,SCI论文两篇，一篇二作一篇三作。
香港科技大学,硕士,Engineering Enterprise Management,录取,2016,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,工业工程,84.0,,,,无论文，无牛推，无科研，一个水的国企实习，一个全国高校商业案例分析三等奖，一个天津市大学生创新创业训练比赛，一个APEC中国年招标展览会学生代表。
哥伦比亚大学,硕士,Environmental Science  and Policy,录取,2014,0,,,331,国外高校（含港澳台）,,88.0,,,,美本LAC
特拉华大学,硕士,Linguistics and Cognitive Science,录取,2015,3,109.0,,328,211,商务英语,88.0,,,,
犹他大学,博士,Chemical Engineering,录取,2015,3,101.0,,316,211 & 985,高分子材料与工程,84.0,,,,"一年国奖，两年一等外加几个社会奖学金，无文章。一年PKU交流经历，两个水科研，一个本校一个PKU；推荐人两个PKU，一个本校科研boss。
PKU CHARLS暑期项目（真的很辛苦好么...），Rutgers winter camp blablabla。"
莱顿大学,硕士,Statistics,录取,2015,3,101.0,,315,,统计,86.0,,,,有水paper，推荐人都是很熟悉的老师但是都不牛..学校和LeidenU关系貌似不错
香港中文大学,硕士,Journalism,录取,2017,4,,7.5,0,211 & 985,社会学,88.0,,,,一个六个月的政治类媒体实习，一些幼稚的采访作品；一个商业杂志社实习；一个国家部委实习
麦吉尔大学,硕士,Law,录取,2017,4,112.0,8.0,0,,国际法,86.5,,,,"留学目的是修整1-2年，带家人出国生活一段时间，没想更多。
工科法学，双学士毕业，香港马士基6年，平平淡淡。
推荐信是以前法学院的院长,法院法官和认识的一位新加坡国立的国际法教授.
英文论文有5篇，每年年假期间做点课余爱好混些学术会议，旅游为主，都不算是什么顶级刊物。
本专业选了些学校，这些学校校园其实这些年都去过，多少能熟悉一些。包括新加坡国立，南安普顿，达尔豪西大学，香港城市大学，美国杜兰大学，弗吉尼亚大学。新加坡国立教授建议我去英国为主，所以UCL是目前的首选。"
哥伦比亚大学,硕士,East Asian Languages and Literatures,录取,2015,3,109.0,,330,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,社会学,86.07,,,,推荐信一封系里教授，一封系里外籍讲师，一封认识的美国朋友（讲师，专业八竿子打不着，有过合作）
香港教育学院,硕士,Teaching English to Speakers of Other Languages,录取,2015,3,,7.0,0,双非,英语,86.73,,,,"每年一等奖学金+三好学生
专四+普通话二甲+BEC中级
英孚实习2个月
第114届广交会志愿者
两封推荐信+PS"
新南威尔士大学,硕士,Law,录取,2015,3,103.0,,0,211,法学,88.0,,,,"两次交换经历（台湾科技大学和马来亚大学）各半学期

金杜、海淀法院、北京证券公司实习

参与中国政法大学博导研究项目

没考司考

最终决定去港大LLM（general）给了一个条件说毕业GPA3.9保持下去~而且顺利毕业，我觉得应该没问题吧！

小伙伴联系我！微信号rebecca_wayne 请注明“港大”

还申了墨尔本大学可还没消息。果断放弃。"
纽约大学,硕士,Social Work,录取,2016,3,107.0,,323,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,社会工作,85.61,,,,
谢菲尔德大学,硕士,Robotics and Automation Engineering,录取,2017,4,,7.5,0,211 & 985,车辆工程,74.98,211 & 985,车辆工程,89.3,本科学渣，研究生成绩不错，SCI几篇，奖学金两个，实习一个。
新加坡管理大学,硕士,Accounting,录取,2015,3,105.0,7.0,0,双非,会计,84.0,,,,
乌普萨拉大学,硕士,Embedded System,录取,2014,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,自动化（控制）,84.0,,,,没有科研，没有竞赛，没有牛推
明尼苏达大学双城分校,硕士,Architecture,录取,2017,2,93.0,,310,双非,建筑学,81.0,,,,无竞赛 无牛推 水实习
阿姆斯特丹大学,硕士,Artificial Intelligence,录取,2015,0,,,0,211,软件工程,80.0,,,,大四在读，无论文，有实习经历，2份推荐信一份来自实习公司，一份来自外籍教授，在校做过一些小项目
加州大学圣地亚哥分校,博士,Materials Science,录取,2015,3,109.0,,325,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,84.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,材料科学与工程,84,"一作一篇if=6点多，二作一篇if=6点多，am挂名作两篇。
中国专利七个，省级大学学科竞赛一等奖."
诺丁汉大学,硕士,Economics and Econometrics,录取,2017,4,,7.5,0,双非,经济学,85.0,,,,四段科研经历，没有发表论文，英制二等上，学校称GPA是3.6/4.0（这个我自己都不信），学过一些R的网课，爱丁堡交了一份院长（意大利人）的推荐信，诺丁汉交了副院长和另一位教师的推荐信（都是中国人）。
罗德岛设计学院,硕士,Interior Architecture,录取,2017,3,100.0,,304,双非,建筑学,84.0,,,,三本双非，学业中上，没有竞赛得奖经历，在gmp事务所实习过一阵子，学生活动参与性还行，半DIY申了11所，九所建筑两所室内，目前拒了一所，还有两所在等.....
德雷塞尔大学,硕士,Arts Administration,录取,2015,3,100.0,,315,双非,金融学（国际银行方向）,84.0,,,,"学的经济所以在艺术管理商科课程中有优势；
大三开始实习，经历过媒体，公关，时尚品牌市场部的洗礼，应该说工作能力比较强；
美术馆志愿者经历

另外因为艺术家庭背景，也有机会出国逛美术馆，国内美术馆。以及上海的地理优势吧~
还有虽然我托福口语只有19分，日常与外国人交流其实算是比较流畅的，这个在面试时教授会有感觉的。
毕竟考试就是考试嘛"
哥本哈根大学,硕士,Environmental Science,录取,2017,3,,7.0,0,211 & 985,环境科学,82.0,,,,
伦敦大学学院,硕士,Population Health,录取,2017,0,,,0,,Sociology and Economics with Business,84.0,,,,水Conference一个；相关实习4段；相关志愿者经历2段；推荐信就是教我的普通老师。
布里斯托大学,硕士,Commerce,录取,2017,3,,7.0,0,211,法学,84.0,,,,有奖学金，有律所，法院，社会工作等实习，但不太知名。
香港城市大学,硕士,Law,录取,2014,0,,,0,双非,法学,86.0,,,,211法本 台湾交流一次 核心期刊一篇 若干水实习 自己学校和交流学校教授推荐
埃克塞特大学,硕士,Sociology,录取,2015,0,,,0,211 & 985,中文,88.0,,,,系主任和副系主任推荐信，南方系实习，奖学金，国内NGO两年项目经历
埃因霍芬理工大学,硕士,Embedded System,录取,2014,0,,,0,双非,电子信息工程,88.0,,,,水科研~~水创新项目~~4个水实习~~
印第安纳大学,硕士,General Law,录取,2015,3,101.0,,0,211 & 985,法学,88.4,,,,水论文，法院实习，港大短期交流，国创+中国法学会课题，若干校级奖学金，有个牛教授推荐，模拟法庭惨败。。
布兰迪斯大学,硕士,Mathematics,录取,2015,2,98.0,,318,211,Mathematics,84.0,,,,
布朗大学,硕士,American Studies,录取,2015,4,115.0,,330,211 & 985,英语语言文学,88.0,,,,主申两个方向，美国文化研究和教育学，推荐信，美国文化方面有一封大牛推，是伯克利英语系（此专业伯克利全美第一）的一个大牛教授（专门研究William Blake)，还有两三封是本院的教授副教授等，都是教过自己的老师，比较了解，教育学方面也有一封伯克利的推荐，教授分别在宾大，UCLA和UCB教过书，资历很老。自己的国外经历比较多，去牛津和哈佛参加过模联，去伯克利全奖交换了一年。在学校里面担任了社团社长和一个项目负责人（针对的是少数民族和贫困生），参与过很多的课外教学工作，实习其实一般，在外研社和新浪的国际新闻中心。托福GRE自然是越高越好，但是我觉得最重要的还是GPA
爱丁堡大学,硕士,Structural Engineering and Mechanics,录取,2015,2,,6.5,0,211,道路桥梁与渡河工程(国际班）,82.0,,,,
