AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,Post_School,Post_Major,Post_GPA,Other_Info
香港科技大学,硕士,Social Science,录取,2017,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,行政管理,85.15,,,,辅修国际经济与贸易，两年奖学金，国家创新创业研究训练三等奖，学生会中层，两个不是很有名的实习。
宾夕法尼亚州立大学,博士,Economics and Econometrics,录取,2015,4,112.0,,335,211 & 985,某经济学实验班,88.0,,,,美帝交换学校老师推荐信一封。无研究。元旦假期才完成的writing sample，给部分学校交&补交了。
南加州大学,硕士,Law,录取,2016,4,110.0,,0,211,法学,85.0,,,,过司考，2015年小本毕业，现在某top内所工作，到入学的时候一年工作经验。大学期间获过一次奖学金，500强法务实习，最高法院实习，现在工作的律所实习。若干志愿活动，学生工作。国家大学生创新项目，和老师一起有一个省部级的研究课题项目。本科期间暑期海外交流一次。无牛推，一封律所合伙人，两封法大教授。
麦吉尔大学,硕士,Civil Engineering,录取,2015,2,97.0,,0,211,土木工程,88.0,,,,"申请材料只提交了推荐信和成绩单。GPA是王道，后来补送了CV，各类奖学金（国奖，校一），学科竞赛（数模美赛H奖），各类结构竞赛（国赛，省赛，校赛）。
PS，无科研打算，申的nonthesis打算直接工作。有civil的同学，求联系，求交流。"
香港浸会大学,硕士,Business Management,录取,2016,2,,6.5,0,双非,会计,87.0,,,,ACCA9门（感觉这个真是用处不大。。。），实习两个，若干奖学金之类的
威斯敏斯特大学,硕士,Interactive Media Practice,录取,2017,0,,,0,双非,广播电视学,84.0,,,,没有实习，我理论并不是很好，但是擅长把课堂内容运用成实践。参加过一个国家级比赛，进了国赛级别但是没得奖。
密苏里大学,硕士,Plant Science,录取,2015,2,92.0,,0,211 & 985,植物保护,84.0,,,,GT渣，无paper，水科研经历，推荐信2个本校1个外单位科研机构，算是有1个牛推，不过对我无甚了解不知道起了多大作用。
纽约州立大学石溪分校,博士,Marine Chemistry,录取,2015,3,103.0,,320,211 & 985,海洋化学,86.23,双非,海洋化学,,有项目无论文
洛桑联邦理工学院,硕士,Energy Management,录取,2015,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,新能源科学与工程,87.0,,,,"申请时无论文（有在投的，应该没啥用），无牛腿
学校一些小奖，有一些科研项目经历，有国外暑期交流"
德克萨斯农工大学,博士,Mechanical Engineering,录取,2016,3,101.0,,321,211 & 985,工程力学,83.0,211 & 985,固体力学,86,一篇SCI二作已发，一篇一作在投。
哥伦比亚大学,硕士,Teaching English to Speakers of Other Languages,录取,2017,3,109.0,,323,211 & 985,英语,88.0,,,,校奖学金，国内教育机构助教，有较多志愿活动，瑞典交换一学期，本校教授推荐信，无paper
香港中文大学,硕士,Information and Technology Management,录取,2015,0,,,0,211,信息与计算科学,80.0,,,,电科院实习，建行实习，都很水。一些小奖
考文垂大学,硕士,Interior Design,录取,2015,0,,6.0,0,双非,艺术设计,78.0,,室内设计,,
威斯康星大学,硕士,General Law,录取,2015,0,,,0,,法学,84.0,,,,
香港浸会大学,硕士,Communication,录取,2015,2,,6.5,0,211,对外汉语,84.0,,,,"推荐人：其中一位是熟识的大学老师，在我心里是人生导师级的，她很了解、支持我，为我亲笔写了推荐信，因为她是知名诗人、作家，所以也算牛推了吧；另一位是我的毕业论文导师，因为我的论文是特别用心做的，也拿了校优（但是文化研究方面的），觉得她会比较了解我的学术能力（其实也是毕业后联系比较多啦）。以上都没有和所申专业相关的老师，去年找了一个广告学的老师，也很厉害，却反倒因为一点儿都不熟，自己写推荐信很头疼。
实习（工作）经验：在天涯社区、南方都市报、人民网实习过，现刚从泰国做了一年汉语教师志愿者回来。
课外活动经验：大学两年在院学生会体育部做干事、副部长，在麻风病康福村做过长期志愿者，斯诺克公开赛志愿者。"
斯蒂文斯理工学院,硕士,Construction Management,录取,2017,2,91.0,,319,211,工程管理,84.8,,,,连续三年校级奖学金，建模美赛，两份实习，志愿经历丰富，商道半决赛一等奖
谢菲尔德大学,硕士,Advanced Control and Systems Engineering,录取,2015,2,,6.5,0,211 & 985,自动化,81.0,,,,没有奖学金，有两个实习，参加过一些学校和社会活动。
乔治城大学,硕士,Law,录取,2017,3,100.0,,0,211,法学,90.0,211 & 985,法律硕士（法学）,88,工作经验2年（截至17年6月）；论文若干，大部分都是工作之后发表；实习较多（top内所，知名外企，美国短期实习等），奖学金较多（国奖，特等，一等），但实习经历和奖学金均没有一一列在简历和PS中，挑了几个重点写。
圣路易斯华盛顿大学,博士,Chemistry,录取,2015,3,101.0,,332,211 & 985,化学,92.0,,,,
乔治华盛顿大学,硕士,Intellectual Property Law,录取,2015,3,105.0,,0,211,法学,85.82,,,,
剑桥大学,硕士,Globalisation and International Development,录取,2017,4,110.0,,330,211 & 985,教育学,90.0,,,,
曼彻斯特大学,硕士,Intellectual Property Law,录取,2016,0,,,0,211,法学,84.0,,,,一篇论文、两次法院实习、公司法务部门实习
宾夕法尼亚州立大学,硕士,Teaching English to Speakers of Other Languages,录取,2017,0,,,0,双非,英语,84.0,,,,
香港大学,硕士,Chinese Language Education,录取,2014,0,,,0,双非,汉语言文学,84.0,,,,没有论文，有两个教育相关实习，校内师范比赛两个小奖，校外师范类兼职一个（还是教英语的，哈哈），推荐人就是学校的两个老师。
香港中文大学,硕士,Gender Studies,录取,2017,2,,6.5,0,211,汉语言,85.41,清华/北大/中科大,中文,,
香港浸会大学,硕士,"Theatre, Arts, and Media Management",录取,2014,0,,,0,双非,英语,86.4,,,,"无牛推无论文
一个学院院长 一个教研主任"
香港浸会大学,硕士,Media Management,录取,2015,2,90.0,,0,211,新闻学,88.0,,,,没有论文和科研经历，有三个实习经历，一份是全国性大学生体育赛事的组委会工作，一份是电影周组织和新媒体宣传工作，还有一份是新华社舆情分析师助理。两封推荐信，一份是新华社老师签的，一份是学校里自己的导师（副教授）签的。
亚利桑那州立大学,博士,Materials Engineering,录取,2015,3,102.0,,318,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,材料化学（很偏物理）,84.0,,,,水科研，无论文，渣文书。
南洋理工大学,硕士,Applied Linguistics,录取,2016,2,,6.5,0,,,84.56,,,,
约克大学(英国),硕士,Public Health,录取,2014,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,PREVENTIVE MEDICINE,81.0,,,,有较丰富的科研经历，论文还没有发表。
香港浸会大学,硕士,Applied Economics,录取,2014,0,,,0,双非,marketing,83.0,,,,一个实习，无论文，教授推荐信，奖学金，优干什么的，英语太渣，都不抱什么希望了，想来年再申的！
纽约大学,硕士,News and Documentary,录取,2015,4,111.0,,324,211,新闻学,87.0,,,,"4份媒体实习（报社，电视台，网站，通讯社）/校报编辑+院报美编/AIESEC志愿者/义教活动
推荐信3封：来自加国2位教授（一人4所），专业老师，电视台boss
我的WS非常杂，基本按照不同学校不同方向来交的。这其中包括我在加国交换时写的essay（包括小说、电影镜头的分析）、Poli Sci的课程作业；美编版面；专业课上的报道翻译；自己拍的小片子。"
宾夕法尼亚大学,硕士,Landscape Architecture,录取,2015,3,100.0,,322,211 & 985,园林,84.0,,,,
西北大学,硕士,Law,录取,2015,3,100.0,,0,211 & 985,法学,85.0,,,,一篇论文，教授推荐有国外回来的sjd，实习内所半年
香港理工大学,硕士,International Shipping and Logistic Transportation,录取,2015,2,,6.5,0,211,电子商务,84.0,,,,一个国家级项目但是还没出结果，两个500强实习，其中一个银行，一个物流，每年的奖学金，无牛推，校干部因此有很多课外活动
德克萨斯大学奥斯汀分校,硕士,Sports Management,录取,2014,0,,,323,双非,体育新闻,86.0,,,,大学是国内“知名”体育院校，有当过体育节目主持的经历，采访过一些NBA球员，也做过球员中国行的翻译，当过体育解说，也就是说我的工作经历都是跟体育息息相关，但是，我真的是个女生呀。推荐人的选择是：大学老师（以前做过篮球解说，现在专注体育营销），国内某著名篮球解说员（以前有一起工作的经验，也是好友），美国一位NBA球员的经纪人（这位球员在去年夏天来华的时候，我担任了他的翻译，所以跟经纪人一直都stay in touch）.
香港城市大学,硕士,Applied Economics,录取,2017,2,,6.5,0,双非,应用统计学/金融统计,87.0,,,,建模美赛，奖学金和证书若干，台湾交换半年。
宾夕法尼亚州立大学,硕士,American Law,录取,2015,2,98.0,,0,211,法学,84.0,,,,"假期法律援助两年
毕业后北京律所 实习律师"
南洋理工大学,硕士,Supply Chain and Logistics,录取,2016,3,,7.0,0,211 & 985,物流工程,84.0,,,,两份相关实习，一份FEDEX清关部，一份戴德梁行物流与工业地产部，两年校级二等奖学金，一些社团比赛（估计派不上用场的）
纽约大学,硕士,Law,录取,2017,4,111.0,,0,双非,法学,88.0,双非,法学,,"无论文，校级奖学金，学生生活无亮点。红圈工作两年，外所两年。

推荐信两封，分别来自研究生导师（无海外背景）和现在的直线老板（英国人，无美国教育背景）。

PS没有写对任何法律问题的分析和理解。主要介绍了工作经历，着重写了工作中遇到的挑战和如何解决了难题。接着过渡到why llm和why this school，写的篇幅占到三分之一，会有一两点结合各校网站上宣传的特色或长处去写。"
香港中文大学,硕士,Gender Studies,录取,2015,3,,7.0,0,双非,汉语言文学,88.0,,,,有奖学金和几个小奖，社会实践志愿者经历，学院教授推，无实习
莱顿大学,硕士,Public International Law,录取,2016,3,,7.0,0,211 & 985,法学,83.0,,,,Jessup，其他均无
圣路易斯华盛顿大学,硕士,Architecture,录取,2016,3,105.0,,318,211 & 985,建筑,84.0,,,,
乔治华盛顿大学,硕士,Computer Science,录取,2015,0,,,0,211,ME,84.0,,,,
麦吉尔大学,博士,Economics and Econometrics,录取,2016,0,,,317,211,国际商务,86.61,国外高校（含港澳台）,经济学MA,88,sfu和Mcgill 的奖学金都差不多够用。
香港科技大学,硕士,Integrated Circuit Design Engineering,录取,2015,0,,6.0,0,211 & 985,集成电路设计与集成系统,84.0,,,,"加权大概83，然后发过一篇很水的论文，大概是11月中旬申请的。占位费20,000港币啊。"
中央俄克拉荷马大学,博士,Environmental Health,录取,2016,3,,7.0,318,双非,制药工程,82.0,双非,药学,87,
英属哥伦比亚大学,硕士,Landscape Architecture,录取,2015,2,99.0,,318,双非,园林,85.25,,,,
香港中文大学,硕士,History,录取,2015,3,,7.0,0,双非,国际经济贸易,83.2,,,,
埃因霍芬理工大学,硕士,Computer Science,录取,2015,2,94.0,,315,211 & 985,软件工程,82.0,,,,
香港城市大学,硕士,Quantitative Analysis for Business,录取,2014,0,,,0,双非,统计,88.0,,,,两教授+大牛boss推荐，实习
曼彻斯特大学,硕士,Mathematical Finance,录取,2016,0,,,318,国外高校（含港澳台）,"Mathematics, Economics",84.0,,,,
曼彻斯特大学,硕士,Construction Project Management,录取,2017,3,,7.0,0,211 & 985,工程管理,84.0,,,,
印第安纳大学,硕士,Other,录取,2013,0,,,314,双非,热能与动力工程,73.0,双非,热能与动力工程,81,一篇会议论文
伦斯勒理工学院,博士,Physics,录取,2016,3,100.0,,322,211 & 985,物理学,89.46,,,,
加州大学戴维斯分校,硕士,Law,录取,2017,1,84.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,78.0,,,,"2013年卡了一个很尴尬的时间，高中时候的奖项，大学颁发的，国内含金量大的国奖，一篇7w字的法学论文。
2013年年底直辖市市长奖，全市20个，但是我觉得是介于高中的成就的。。。
国内刊物发过发过一篇文章，课程论文发表的，课程教授辅导还写了推荐信。
参加过辩论比赛有奖，辩论赛辅导法学院院长推荐信。
省级高院3个月实习。
国内大所3个月实习，合伙人推荐信。
当然校园活动做了很多，举办过超过3000人的活动，学生会部长之类的。有过20w以上的赞助。（基本觉得没用）
无海外交流。
Lsac评定是AA 这么烂的gpa都是AA还没评定的就别担心了"
兰卡斯特大学,硕士,Business Administration and Management,录取,2016,4,,7.5,0,211 & 985,社会学,87.0,,,,"奖学金和学生会、志愿者活动等都非常平常，实习有过三四个但含金量都并不高。
有过去宾夕法尼亚大学暑期交流的经历"
香港大学,硕士,Linguistics,录取,2016,3,102.0,,0,双非,日语,92.0,,,,"四份实习，一个事业单位，一个国际NGO，一个线上，一个500强日企。日本交换一年，主修communication。交换期间导师，外语系导师推荐信。外交学院一等，二等，单项奖学金。日语专八，英语专四。粤语流利。
3月8日的面试。"
滑铁卢大学,博士,Chemistry,录取,2016,0,,,0,211 & 985,化学,70.0,国外高校（含港澳台）,化学,80,本科核心文章一篇，研究生review一篇
马萨诸塞大学安姆斯特分校,硕士,Education,录取,2015,2,92.0,,309,双非,英语,88.0,,,,
香港大学,硕士,Computer Science,录取,2014,0,,,0,双非,中山大学 计算机科学与技术,84.0,,,,
埃克塞特大学,硕士,Educational Research,录取,2015,0,,6.0,0,211 & 985,播音主持,79.0,,,,
康奈尔大学,硕士,Architecture,录取,2016,0,,,320,,美术学,88.0,,,,
马凯特大学,博士,Biology and Biological Science,录取,2014,3,106.0,,333,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物,83.0,,,,1.5year水研究，无论文无牛腿
阿尔伯塔大学,硕士,International Business,录取,2017,4,,8.0,320,双非,英语,84.0,,,,大学若干奖学金和荣誉称号，7年政府工作经验。
休斯敦大学,硕士,Subsea Engineering,录取,2015,1,84.0,,314,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,船舶与海洋工程,82.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,船舶与海洋工程,84,
香港浸会大学,硕士,Analytical Chemistry,录取,2017,1,81.0,,0,211,应用化学,81.0,,,,
伦敦大学学院,硕士,Language Science,录取,2016,4,,7.5,0,211,英语语言文学,86.5,,,,大三兰卡斯特大学交换一年主修语言学。兰卡一年均分差0.2分A-。
谢菲尔德大学,硕士,Global Journalism,录取,2017,3,,7.0,0,211 & 985,金属材料工程,84.0,,,,美赛二等+各种宣传工作奖+学校的摄影小奖；三年校媒经验，一个互联网大公司实习
麦克马斯特大学,硕士,Electrical and Computer Engineering,录取,2016,2,,6.5,0,211 & 985,电气工程,85.0,,,,无paper，无竞赛，无牛腿，有过实习，水过实验室。
香港城市大学,硕士,Information Science,录取,2013,0,,,0,双非,金融，新闻,81.0,,,,211，985，无牛推无论文，工作经验
伦敦大学学院,硕士,Legal and Political Theory,录取,2014,3,108.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际政治与英语,88.05,,,,"不算牛推，但推荐信内容诚恳、真实。老师们有经验、很负责。
两次调研支教（很水）、一次研究经历（更水）
无论文
三次海外交流经历：牛津大学、阿尔伯塔大学、早稻田大学
大学前三年社团活动、志愿活动丰富，班长、校主席一直在做"
印第安纳大学,博士,"Genome, Cell and Developmental Biology",录取,2017,4,112.0,,325,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,应用生物科学,89.0,,,,
香港中文大学,硕士,Chinese Linguistic and Language Acquisition,录取,2015,2,,6.5,0,双非,对外汉语,85.6,,,,"学校真心是渣 

自己感觉是实践经历比较丰富吧
一个尼泊尔支教经历 四个实习：培训机构实习，地方电视台实习，地方报社实习，不知名出版社实习。各种辩论赛（省赛校赛院赛...）经历和优秀辩手，奖学金若干，一个校课题主持，没有什么学术研究。没有大牛推荐，两个推荐信都是任课老师写的"
圣路易斯华盛顿大学,硕士,Landscape Architecture,录取,2017,2,98.0,,313,双非,园林,84.0,,,,作品集＋实习2+社团活动
宾夕法尼亚大学,硕士,Chemical Science,录取,2016,0,,,317,,生物和化学,84.0,,,,
伊利诺伊大学厄巴纳-香槟分校,硕士,Law,录取,2017,3,101.0,,0,211,法学,85.0,,,,"无论文无科研无比赛
三个水实习
绩点3出头"
康奈尔大学,硕士,Law,录取,2015,3,101.0,,0,211,法学,89.0,,,,
香港大学,硕士,Teaching Chinese as a Second Language,录取,2016,4,,7.5,0,211,对外汉语,84.0,,,,实习方面有过国际学校、教育机构、还有报社和电视台，6次奖学金，大三的时候在HK做过一个学期的交换生。
卡内基梅隆大学,硕士,Environmental Engineering,录取,2017,2,96.0,,323,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,环境工程,86.68,,,,3篇论文co-author，一个相关实习，一个berkeley暑期学校
东北大学,硕士,Industrial Engineering,录取,2015,2,99.0,,323,211 & 985,工业工程,86.0,,,,
纽约州立大学布法罗分校,硕士,Other,录取,2013,0,,,0,双非,资源环境与城乡规划管理,88.0,,,,12年毕业后从事专业相关工作，有项目经历，挑战杯小奖，无论文，无牛推
麦吉尔大学,博士,Finance,录取,2015,0,,,0,国外高校（含港澳台）,精算,90.0,,mmath-actsc,90,本科一篇Paper， 应该算牛的推荐信
香港中文大学,硕士,Electrical Engineering,录取,2017,2,,6.5,0,双非,测控技术与仪器,86.5,,,,
印第安纳大学,硕士,Law,录取,2015,2,,6.5,0,211,非法学,84.0,,,,个人情况：本科非法学，大学期间旁听法学课，大三暑假过司考，2年内所工作经验。无论文发表；推荐人一是本专业老师，二是商法老师，有些名气，三是内所高伙；项目经验2个，北京市大学生创新计划，没啥含量；校内行政岗兼职1年。总之除了过司考和有点工作经验，其余毫无亮点。
香港科技大学,硕士,Business Administration and Management,录取,2014,3,100.0,,0,国外高校（含港澳台）,management and marketing,84.0,,,,感觉给我写推荐信的老师都很靠谱，把我无情地夸了一番，因为和老师关系还蛮好的，而且我的实习鉴定单位也不错，实习经历都和专业相关吧，学术方面我很一般，但是实习经历还不错个人感觉而已。。。。
卡尔加里大学,硕士,Educational Research,录取,2017,3,,7.0,0,双非,国际新闻,89.1,双非,传播与新媒体,84,已有1年行政工作经验和2年教师工作经验
宾夕法尼亚大学,硕士,Law,录取,2015,3,109.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,88.0,,,,中所执业工作三年半，教授推+雇主推
马凯特大学,硕士,Electrical and Electronics Engineering,录取,2016,1,89.0,,307,211,电子信息工程,82.0,,,,
香港城市大学,硕士,Quantitative Analysis for Business,录取,2016,2,,6.5,0,,会计,84.0,,,,
香港理工大学,硕士,Geomatics,录取,2016,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,测绘工程、包装工程（双学位）,82.0,,,,"完全普通人，成绩、经验、工作都是平淡的…
工作一年多，工作与专业无关…
雅思是因为小分有要求，想想还是提交这个总分不高，但是小分过关的成绩吧。
还申请了科大EM和中文大SEEM，但是科大去了电话让等，中文大电话说概率小。
港大UP通知面试，攒人品，希望表怯场尽力说好不丢人吧……

有没有还在奋斗的，一切加油~"
加州大学洛杉矶分校,硕士,Biostatistics,录取,2017,3,100.0,,323,,环工,86.53,,,,
杜克大学,硕士,Economics and Econometrics,录取,2017,0,,,327,,Math ; Econ,88.0,,,,
乔治城大学,硕士,Law,录取,2017,3,105.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法律,84.0,,金融,,
巴斯大学,硕士,Human Resource Management and Consulting,录取,2016,3,,7.0,0,211,人力资源管理,86.0,,,,一等奖学金一个。校级大创两个。无paper。人力实习一个。社团活动若干。暑期交流一个。
杨百翰大学,博士,Chemistry,录取,2016,2,98.0,,318,双非,化学,89.0,,,,2篇挂名paper
福特汉姆大学,硕士,American Law,录取,2015,2,92.0,,0,211,法学,84.0,,,,一句话说明：田园犬中的学渣犬。好几句话的说明：双学位（金融，60个学分），过司考，14年毕业律所工作不到一年（在当地较为知名的内所），银行、检察院实习，院长、论文指导教授、律所合伙人推，小型公益项目，无牛论文，无交换。
渥太华大学,硕士,Electronic Business Technologies,录取,2014,3,,7.0,0,双非,信息管理与信息系统,80.0,,,,帝都211学校本科毕业，本科无科研经历。毕业后在一外企任职IT Analyst，今年是第四个年头了。
卡尔加里大学,博士,Economics and Econometrics,录取,2014,0,,,0,国外高校（含港澳台）,经济学,84.0,国外高校（含港澳台）,经济学,93.5,无论文，无牛推，无GRE，无托福雅思。
香港大学,博士,Geology and Earth Science,录取,2017,3,,7.0,0,211,资源勘查工程,91.0,,,,
香港中文大学,硕士,Journalism,录取,2016,2,,6.5,0,211 & 985,新闻学,88.0,,,,
滑铁卢大学,硕士,System Design Engineering,录取,2015,2,,6.5,313,211 & 985,计算机科学,86.04,,,,
香港科技大学,硕士,Electrical Engineering,录取,2013,1,85.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电子信息科学与技术,84.0,,,,
马里兰大学帕克分校,硕士,Marketing,录取,2014,3,105.0,,0,,,86.4,,,,
哥伦比亚大学,硕士,Public Administration,录取,2015,4,111.0,,330,清华/北大/中科大,国际政治经济,84.0,,,,1个think tank实习+2个NGO实习，都是三个月左右
巴塞罗那经济学院,硕士,Finance,录取,2016,4,,7.5,320,211 & 985,国贸,85.0,,Finance and Business Economics,,推荐信一封来自硕士论文导师，一封上课老师，一封本科论文导师。一段RA经历。弱背景，求轻拍
香港中文大学,硕士,English,录取,2016,4,,7.5,0,211,英语,89.0,,,,无论文无牛推，相关小实习2个，海外交换经历。
新加坡国立大学,硕士,English Language Studies,录取,2016,2,93.0,,0,211,英语（教育方向）,84.0,,,,有三年的工作经验
爱荷华州立大学,硕士,Materials Engineering,录取,2015,3,100.0,,323,211,无机非金属材料（建材方向）,86.0,,,,两篇国内核心水文一作，跟老师做了几个项目，省级的市级的都有，主要内容是跑工程，面朝黄土背朝天，抱着水泥过大年。其他的就是些没用的学校志愿活动。无牛推。
香港理工大学,硕士,China Business Studies,录取,2015,4,,7.5,0,211,英语,85.79,,,,"还有一次雅思是单科6.5不过总分只有7。工作两年。大学期间比较大的突破可能是自己push本校开展一次省内6大211高校模联会议。工作后在省TOP1高中教英语同时管理学生会。后自行在外贸公司做销售同时负责招聘等其余杂事。边工作边申请。完全没有商科经验而且这么低的G也不知道为何能被UCL录取。。。。只有谢谢谢谢and谢谢。
港中文的录取也是最近突然收到的。。。
今年的拒信包括：KCLmgt和hrm，布里斯托mgt，伯明翰mgt，兰卡斯特被调剂，港城大组织管理wl。
还有一些学校的offer比如约克诺丁汉利兹等就不一一列出了。"
爱丁堡大学,硕士,Corporate Law,录取,2015,3,,7.0,0,双非,民商法,84.0,,,,水水地在律所，法院实习过一阵子；参加过一个全国的Moot，二等奖吧；还有一个省级创新实验项目，发表水论文一篇；拿过一次国家奖学金，两次校内一等奖；在大一时候建立过一个志愿者NGO，哈哈哈，特别有意思，不过现在没有坚持下去了。
德克萨斯大学奥斯汀分校,硕士,American Law,录取,2015,3,106.0,,0,211,法学,88.0,,,,小本 无牛推 实习：四大、外资所 参加过伯克利的暑期课程 校级的奖学金 学校的学生会及其他课外活动。
香港浸会大学,硕士,Information Technology,录取,2016,0,,6.0,0,双非,金融学,84.0,,,,三个实习，其中一个世界500强的香港企业实习和一个香港上市公司实习
香港城市大学,硕士,Information System Management,录取,2016,2,97.0,,0,双非,金融工程,83.0,,,,
犹他大学,博士,Molecular Biology,录取,2017,0,,,327,,生物,84.0,,,,毕业后一年全职RA
阿拉巴马大学,博士,Chemistry,录取,2015,1,87.0,,322,211 & 985,应用化学,84.0,,,,
香港中文大学,博士,Electrical Engineering,录取,2016,1,84.0,,0,,,85.42,,,,
爱丁堡大学,硕士,International Economic Law,录取,2015,3,,7.0,0,双非,法学,88.69,,,,"推荐：两封普通的RL，一封来自学年论文导师，一封是来自外教。
论文：无。
辅修：德语，优秀结业。
实习：CV和PS里只有仨月的律所实习，现在在法院实习，如果还想申请别的学校可以补充一下。"
香港城市大学,硕士,Construction Management,录取,2015,2,,6.5,0,双非,园林（Landscape Architecture）,84.0,,,,"三年奖学金，成绩班级成绩前三
两篇论文，一篇省级学术（一作），一篇CSSCI（三作）
三个实习，家乡的公司和事业单位，很水，基本没去，找关系开的证明
各类学校的证书，主要奖学金证书
雅思6.5 六级514
两个推荐信，一个院长，一个教授"
印第安纳大学,博士,Chemistry,录取,2015,3,107.0,,321,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,药学,88.67,,,,无牛推，无paper，一年实验室经历。
佐治亚大学,博士,Chemistry,录取,2016,3,106.0,,330,211 & 985,,88.0,,,,没有论文，水水的2.5年实验室经历。一段中东某国家的暑校经历。杰青大老板推荐信，外加一个英国老师的推荐信（来院里上过一周课，厚着脸皮要的）。
迈阿密大学,硕士,Architecture,录取,2015,2,92.0,,305,双非,建筑学,77.0,,,,
哥伦比亚大学,硕士,"Critical, Curatorial, and Conceptual Practices in Architecture",录取,2015,3,104.0,,317,清华/北大/中科大,建筑学,84.0,,,,
拉夫堡大学,硕士,Global Media and Cultural Industries,录取,2016,2,,6.5,0,211,视觉传达,84.0,,,,校奖学金，两份相关实习，一个全国设计奖
阿尔伯塔大学,博士,Electrical and Electronics Engineering,录取,2015,2,91.0,,319,211 & 985,电气工程及其自动化,82.7,211 & 985,电气工程,87,"二作SCI一篇；
二作国际会议一篇；
一作国内期刊一篇。"
香港城市大学,硕士,Quantitative Analysis for Business,录取,2016,2,,6.5,0,211,统计学,87.0,,,,三年奖学金，一篇水论文，几个项目（挑战杯项目大创项目什么的）
埃默里大学,硕士,Law,录取,2017,2,90.0,,0,211,法学,84.0,,,,大学社团活动比较丰富 办过各种法学类活动。。。只得过一次学校奖学金。。。推荐信两封院里老师，一封外国暑期课老师
香港城市大学,硕士,Asian and International Studies,录取,2016,3,,7.0,0,双非,英语,88.0,国外高校（含港澳台）,语言研究(Language Studies),84,一个新西兰杂志的paper，推荐人为校长和外语学院的院长，一个国奖，省级三好学生，若干校级奖学金，希望之星英语演讲，口译大赛，和青少年写作大赛奖项若干。一个外贸公司的实习。City U读的英语专业的研究生，2015年6月毕业后到现在一直乐其国际英语教雅思和商务英语，也算一个不错的工作经验吧。还在考虑中，本人还申请了港大的港中文的教育学和国际关系专业，刚刚又刷了雅思成绩，冲击一下港大和港中文。
弗吉尼亚大学,硕士,Landscape Architecture,录取,2017,3,,7.0,0,211 & 985,景观学,86.15,,,,无论文，无牛推，国际竞赛小奖，GPA排名中稍偏上
香港科技大学,硕士,Economics,录取,2017,3,100.0,,330,211 & 985,经济,86.0,,,,经历主要有省创、导师指导下做的一个题目，一个统计调研的比赛，美赛，支教经历（队长）和海外志愿者，LSE summer school。推荐信是本校三位老师写的，分别是自己导师（副教授），两位任课老师（教授和assistant prof）。也没有其他什么特别的经历。申请的时候没有找中介，文书也是自己写的。硬条件不算特别好，从结果来看，可能是ps写的帮了不少忙o(╯□╰)o
香港大学,硕士,Energy Engineering,录取,2015,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,能源动力系统及自动化,84.0,,,,"本科每年都有奖学金，三好学生，优秀学生干部，社团积极分子；
无论文，未提交任何推荐信（学校要求不需要提交）；
两年不相干工作经验"
香港中文大学,硕士,Social Work,录取,2015,4,,7.5,0,,社工,89.0,,,,
香港浸会大学,硕士,Education,录取,2015,3,,7.0,0,双非,师范（历史）,83.1,,,,无奖学金，无论文发表，无牛推。瑞典交换半年。做过一些水水的志愿者。学渣一枚
乔治城大学,硕士,Public Policy,录取,2015,3,107.0,,321,211,英语/新闻,84.0,,,,英语媒体/NGO/APEC会议组织实习+台湾一学期交（wan）换（shua）
东英吉利大学,硕士,Environmental Assessment and Management,录取,2016,2,,6.5,0,双非,资源环境与城乡规划管理,88.0,,,,
华威大学,硕士,Finance,录取,2016,3,,7.0,320,国外高校（含港澳台）,,86.0,,,,"楼主2+2， 英国成绩first class,推荐信是两个Professor，一个是head of department"
阿尔伯塔大学,博士,Electrical and Electronics Engineering,录取,2014,0,,,321,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,测控,85.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,测控,88,研究生毕业后在国内某211大学课题组做研究员。普通推荐信。由于申请方向和原来的研究方向不同，所以论文也没什么用。3篇ieee trans，在审的若干，都是非申请方向的。
格拉斯哥大学,硕士,Electrical and Electronics Engineering,录取,2016,2,,6.5,0,211,电气工程及其自动化,85.6,,,,
